kingdom,phylum,Class,order,family,genus,species,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease
k__Bacteria,k__Bacteria|p__Actinobacteriota,k__Bacteria|p__Actinobacteriota|c__Actinobacteria,k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales,k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae,k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Micrococcus,k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Micrococcus|,0,0,0,0,0,0,0,0,10,4,0,4,0,2,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UCG-002,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UCG-002|,2,41,35,37,173,4,7,9,8,9,28,26,40,12,242,6,21,35,7,0,39,4,0,3,21,11,7,9,7,0,4,3,36,4,2,29,23,6,12,2,28,30,5,13,0,27,6,26,10,8,0,0,8,1,0,31,15,6,0,19
k__Bacteria,k__Bacteria|p__Proteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae||,0,0,0,43,0,0,0,0,0,0,11,0,0,0,15,0,0,0,0,0,0,0,0,146,0,0,0,13,0,0,0,0,0,0,0,0,43,0,0,0,24,0,0,25,0,384,21,13,0,0,0,26,0,0,0,0,0,31,0,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group|,27,80,0,0,0,0,6,100,21,0,16,28,26,34,62,10,0,36,0,44,43,26,91,4,15,17,0,142,0,0,0,0,27,24,49,18,0,10,0,0,0,8,0,18,0,0,0,0,0,0,0,15,3,18,10,0,105,17,9,0
k__Bacteria,k__Bacteria|p__Proteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|,0,0,0,16,0,0,0,0,0,0,60,8,21,0,0,0,0,0,11,13,8,0,24,0,0,0,1095,15,0,8,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,7,11,5,0,27,0,0,0,0,30,407,0,11
k__Bacteria,k__Bacteria|p__Proteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia-Shigella,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia-Shigella|,0,0,32,0,0,0,0,0,0,20,0,0,0,0,52,0,0,21,2046,22,0,0,21,0,0,39,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,0,0,0,0,0,0,547,0,0,0,0,0,0,79,0,0,0,0,28,351,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,36,0,20,0,0,0,0,0,0,388,7,114,0,0,402,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,21,74,34,0,0,0,0,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|,0,4,7,9,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,9,0,2,0,1,2,1,9,0,0,0,0,0,0,0,0,0,5,0,0,0,19,3,0,0,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium_sensu_stricto_1,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium_sensu_stricto_1|,3,50,29,60,8,134,75,8,34,30,29,24,5,42,23,47,0,5,6,12,63,0,4,6,30,5,2,42,0,0,0,0,4,0,0,7,0,3,0,0,0,0,0,0,0,0,6,5,0,5,0,0,0,0,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-010,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-010|,8,19,48,34,0,7,30,18,19,19,19,10,61,21,11,37,4,15,0,0,91,25,0,0,0,0,13,27,0,0,0,0,0,0,12,0,31,8,0,0,61,8,13,8,0,7,69,8,7,4,0,0,2,22,0,0,0,4,0,14
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|,53,16,3,39,0,0,0,5,32,5,3,5,4,17,0,26,0,17,13,349,26,18,76,16,14,5,8,29,0,0,2,8,0,0,0,10,15,0,0,0,3,6,10,0,0,5,10,0,0,0,0,2,5,65,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_eligens_group,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_eligens_group|,0,0,0,51,53,0,8,36,9,58,0,0,0,0,53,32,1,15,14,147,12,47,0,0,0,8,0,0,0,0,0,0,61,0,0,0,0,0,14,0,26,0,19,31,0,0,0,0,12,24,0,0,0,192,0,42,0,5,0,0
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,0,0,0,0,7,3,6,0,0,0,33,0,0,0,0,0,48,5,0,8,446,0,5,2,5,46,9,10,0,2,2,0,206,34,0,0,7,0,0,0,0,0,0,0,0,0,42,0,6,0,0,0,13,0,0,160,0,0,0,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Sellimonas,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Sellimonas|,3,17,10,17,0,0,0,0,15,16,12,0,0,0,0,0,0,0,3,3,9,21,0,0,26,7,1,0,10,46,0,249,7,0,0,0,13,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,7,0,0,20,26,17,604,20
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|,0,0,1,10,0,0,16,0,0,0,0,0,1,0,15,5,3,0,0,0,0,0,5,0,0,0,7,0,13,0,0,0,0,0,0,0,9,54,33,23,51,0,76,4,79,0,0,0,0,6,0,3,0,1,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis,0,0,95,0,16,14,15,0,21,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,65,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Negativicutes,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Dialister,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_sp.,0,313,0,0,0,0,0,0,0,0,19,0,0,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus,0,0,0,0,0,0,15,0,0,11,43,100,28,44,0,29,85,6,19,17,0,137,20,6,0,14,12,0,18,2,5,0,0,0,119,0,0,0,7,8,68,38,112,5,0,9,0,20,22,26,0,0,2,71,1,282,11,12,7,10
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Negativicutes,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Veillonella,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Veillonella|,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,4,0,0,0,0,0,21,0,0,0,663,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,88,0,0,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Campilobacterota,k__Bacteria|p__Campilobacterota|c__Campylobacteria,k__Bacteria|p__Campilobacterota|c__Campylobacteria|o__Campylobacterales,k__Bacteria|p__Campilobacterota|c__Campylobacteria|o__Campylobacterales|f__Helicobacteraceae,k__Bacteria|p__Campilobacterota|c__Campylobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter,k__Bacteria|p__Campilobacterota|c__Campylobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|,0,0,0,0,0,0,0,0,5,9,0,5,0,0,21,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,23,204,220,59,128,0,0,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|,0,1905,11,21,0,0,0,0,0,0,26,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_hallii_group,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_hallii_group|,109,42,60,20,0,0,0,0,0,113,16,17,19,0,26,0,0,22,29,33,18,19,16,0,0,99,12,23,0,0,0,0,0,0,0,0,0,11,0,31,180,0,92,21,0,0,0,20,16,22,0,0,0,0,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae||,5,896,18,21,0,0,0,18,0,0,24,7,70,0,0,0,0,0,0,0,4,6,0,0,0,2,2,56,0,0,0,4,0,10,0,0,0,0,0,0,11,0,0,33,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Clostridium_innocuum_group,k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Clostridium_innocuum_group|,0,0,18,4,0,0,0,0,3,8,0,0,2,0,3,0,25,0,0,0,0,0,9,3,0,1,0,0,0,97,6,2,0,0,49,13,0,51,4,110,0,0,0,20,0,3,0,12,7,5,2,11,0,1,0,6,3,3,128,9
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_gauvreauii_group,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_gauvreauii_group|,0,79,0,0,0,0,48,0,0,10,0,17,0,23,26,0,0,0,0,0,72,0,0,2,0,0,0,0,0,0,0,0,0,101,6,8,0,0,20,0,62,0,43,0,0,0,6,0,0,0,0,0,0,60,4,3,50,0,3,48
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|,4,63,116,33,0,4,10,9,8,28,27,62,24,8,10,21,6,20,18,4,17,19,4,3,4,7,6,28,3,0,12,13,5,9,0,0,18,0,0,0,0,12,38,22,0,16,7,13,11,24,0,0,10,0,6,0,0,0,0,25
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus,14,6,0,0,4,7,0,29,61,0,0,0,0,28,0,0,0,0,0,0,82,0,0,0,16,0,0,0,0,0,0,28,7,157,0,9,4,58,0,0,0,13,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,56,21,0,26,0,0,52,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,46,0,0,0,0,0,15,886,0,0,0,0,0,0,8,0,0,0,65,0,0,0,17,0,0,0,0,0,0,0,0,0,212,34,0,37,26
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faecalibacterium,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faecalibacterium|,0,0,0,0,0,0,160,35,110,0,0,0,0,0,0,33,0,0,0,0,0,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,27,0,0,0,0,20,0,0,0,0,0,47,0,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|,3,2,3,7,0,0,0,0,1,3,7,12,91,0,3,8,0,12,0,3,0,0,0,0,0,0,7,0,0,0,0,385,4,0,0,0,11,12,0,0,201,1,6,47,0,7,371,41,16,17,0,0,0,0,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis,0,6,0,0,0,0,0,0,0,0,15,0,165,0,704,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27,21,23,18,15
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014|,0,28,0,11,0,0,0,0,23,29,0,956,118,17,0,32,0,0,0,0,0,0,0,0,0,0,46,3,0,0,6,0,3,103,0,5,0,3,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,74,0,0,7,14
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenellaceae_R-7_group,k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenellaceae_R-7_group|,4,29,12,15,7,0,0,8,6,0,34,10,7,17,17,18,0,41,18,12,109,38,23,0,2,0,9,80,0,0,20,5,0,40,9,288,6,3,6,0,2,0,0,23,0,13,68,14,11,22,0,0,0,0,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,89,0,0,0,0,7,0,4,0,8,2,0,0,24,0,0,2,5,0,0,1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Eubacterium_coprostanoligenes_group,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Eubacterium_coprostanoligenes_group|g__Eubacterium_coprostanoligenes_group,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Eubacterium_coprostanoligenes_group|g__Eubacterium_coprostanoligenes_group|,0,11,46,11,22,7,0,83,0,79,0,0,0,4,91,16,0,0,38,0,0,0,0,9,7,147,0,0,10,0,0,114,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,187,0,0,0,0,0,0,0,0
